20,Требуется сварщик 6 разряда в сборочный цех,11,3,in_progress,2026-03-23 11:00:00,10,22
21,Оформление отпуска для сотрудника Петрова И.И.,11,2,resolved,2026-03-22 15:30:00,9,22
22,Провести замену огнетушителей в цехах (срок годности истек),12,3,assigned,2026-03-23 13:45:00,3,22
23,Требуется замена подшипников на станке 3М151,1,4,new,2026-03-26 08:00:00,21,
24,Нет освещения в проходной цеха №1,2,3,assigned,2026-03-26 08:30:00,22,39
25,Нужна сварочная проволока 1.2 мм для сборочного цеха,3,4,in_progress,2026-03-26 09:15:00,27,48
26,Выявлен брак в партии фланцев №893,4,4,assigned,2026-03-26 10:00:00,31,42
27,Сломалась оснастка для фрезерных работ,5,3,new,2026-03-26 10:45:00,24,
28,Организовать обучение операторов работе с новым ПО,6,3,assigned,2026-03-26 11:30:00,23,55
29,Вопрос по расчету сверхурочных за март,7,4,in_progress,2026-03-26 12:15:00,33,52
30,Закупить новую партию фрез для механического цеха,8,3,new,2026-03-26 13:00:00,25,
31,Сбой в системе учета материалов на складе,9,4,assigned,2026-03-26 13:45:00,47,5
32,Изменить производственное задание на сегодня,10,2,resolved,2026-03-26 14:30:00,29,30
33,Прием на работу нового инженера-технолога,11,2,closed,2026-03-26 15:00:00,26,55
34,Провести проверку электробезопасности в цехах,12,4,assigned,2026-03-26 15:30:00,34,55

35,Требуется замена масла на ЧПУ №258,1,3,escalated,2026-03-27 08:19:00,27,7
36,Вибрация при работе штамповочного пресса 856,3,5,new,2026-03-27 08:55:00,15,
37,Короткое замыкание в сварочном аппарате 676,9,3,escalated,2026-03-27 09:52:00,28,14
38,Замена подшипников главного привода 585,1,4,new,2026-03-27 09:59:00,40,
39,Замена фильтров в вентиляционной системе 930,7,5,assigned,2026-03-27 10:09:00,9,20
40,Сбой ПО на панели управления линии 558,11,4,in_progress,2026-03-27 10:35:00,26,5
41,Необходима калибровка измерительного инструмента 214,6,2,closed,2026-03-27 11:25:00,39,5
42,Брак в партии деталей №209,9,3,new,2026-03-27 11:42:00,11,
43,Не включается монитор в диспетчерской 814,6,5,new,2026-03-27 12:27:00,1,
44,Замена фильтров в вентиляционной системе 440,12,2,new,2026-03-27 13:16:00,25,
45,Отсутствует освещение в зоне 573,8,3,assigned,2026-03-27 13:41:00,49,40
46,Необходима калибровка измерительного инструмента 243,5,5,escalated,2026-03-27 14:21:00,26,52
47,Отсутствует освещение в зоне 613,5,5,new,2026-03-27 15:01:00,45,
48,Отсутствует освещение в зоне 957,3,3,closed,2026-03-27 15:19:00,50,20
49,Сломался фрезерный станок 133,6,4,resolved,2026-03-27 16:18:00,18,25
50,Замена фильтров в вентиляционной системе 391,2,5,in_progress,2026-03-27 16:31:00,17,43
51,Закончились резцы для токарного станка 976,3,3,new,2026-03-27 16:59:00,43,
52,Протечка СОЖ на станке 910,11,5,closed,2026-03-27 17:33:00,50,19
53,Обучение нового сотрудника на участке 394,11,5,resolved,2026-03-27 17:44:00,10,4
54,Восстановление чертежей детали 489,4,5,in_progress,2026-03-27 18:42:00,2,34
55,Искрит распределительный щит 253,9,4,escalated,2026-03-27 19:02:00,48,47
56,Вибрация при работе штамповочного пресса 785,10,3,escalated,2026-03-27 19:13:00,29,40
57,Искрит распределительный щит 360,8,3,assigned,2026-03-27 19:44:00,19,16
58,Ошибка позиционирования шпинделя станка 105,2,3,resolved,2026-03-27 20:19:00,34,15
59,Короткое замыкание в сварочном аппарате 690,3,3,closed,2026-03-27 20:32:00,31,23
60,Протечка СОЖ на станке 225,1,3,in_progress,2026-03-27 20:49:00,38,17
61,Искрит распределительный щит 619,10,3,closed,2026-03-27 21:45:00,29,12
62,Искрит распределительный щит 665,11,5,in_progress,2026-03-27 22:42:00,35,7
63,Брак в партии деталей №236,4,5,assigned,2026-03-27 23:35:00,26,53
64,Оформление допуска к высотным работам 217,3,5,new,2026-03-28 00:34:00,15,
65,Брак в партии деталей №722,8,5,assigned,2026-03-28 00:50:00,23,28
66,Закончились резцы для токарного станка 654,11,3,assigned,2026-03-28 01:38:00,37,7
67,Сломался фрезерный станок 815,7,5,new,2026-03-28 02:10:00,13,
68,Требуется диагностика компрессора 594,3,2,escalated,2026-03-28 02:24:00,48,43
69,Замена подшипников главного привода 160,3,3,new,2026-03-28 03:09:00,43,
70,Не включается монитор в диспетчерской 659,10,2,closed,2026-03-28 04:06:00,37,51
71,Перегрев двигателя вытяжки в цехе 324,3,3,in_progress,2026-03-28 04:43:00,5,11
72,Сбой ПО на панели управления линии 698,6,3,assigned,2026-03-28 04:53:00,16,5
73,Восстановление чертежей детали 204,2,4,closed,2026-03-28 05:02:00,43,55
74,Неисправность датчика давления на прессе 879,7,5,escalated,2026-03-28 05:45:00,35,2
75,Замена подшипников главного привода 695,5,3,closed,2026-03-28 06:28:00,1,44
76,Протечка СОЖ на станке 438,7,5,new,2026-03-28 06:59:00,31,
77,Протечка СОЖ на станке 228,6,2,resolved,2026-03-28 07:43:00,36,25
78,Сломался фрезерный станок 606,11,3,in_progress,2026-03-28 08:23:00,4,3
79,Брак в партии деталей №884,5,3,closed,2026-03-28 08:37:00,49,11
80,Требуется диагностика компрессора 875,5,3,closed,2026-03-28 09:35:00,1,7
81,Замена подшипников главного привода 185,9,2,closed,2026-03-28 09:44:00,44,22
82,Замена подшипников главного привода 227,12,2,in_progress,2026-03-28 10:36:00,48,4
83,Проверить заземление оборудования 170,3,3,in_progress,2026-03-28 10:48:00,43,17
84,Посторонний шум в редукторе конвейера 350,2,5,assigned,2026-03-28 11:26:00,13,56
85,Сломалась кран-балка №318,8,3,new,2026-03-28 11:59:00,16,
86,Проверить заземление оборудования 109,2,5,in_progress,2026-03-28 12:55:00,21,1
87,Посторонний шум в редукторе конвейера 422,3,5,new,2026-03-28 13:12:00,9,
88,Сбой ПО на панели управления линии 496,12,2,closed,2026-03-28 13:22:00,28,30
89,Закончились резцы для токарного станка 157,2,4,in_progress,2026-03-28 13:58:00,5,6
90,Вибрация при работе штамповочного пресса 619,4,4,resolved,2026-03-28 14:10:00,32,1
91,Ошибка позиционирования шпинделя станка 713,9,2,closed,2026-03-28 14:30:00,20,22
92,Не включается монитор в диспетчерской 683,6,5,escalated,2026-03-28 14:45:00,5,44
93,Закончились резцы для токарного станка 427,1,5,assigned,2026-03-28 15:26:00,9,5
94,Оформление допуска к высотным работам 213,9,5,resolved,2026-03-28 15:46:00,39,51
95,Не включается монитор в диспетчерской 716,10,3,assigned,2026-03-28 16:34:00,37,19
96,Сбой ПО на панели управления линии 481,6,5,in_progress,2026-03-28 17:12:00,49,23
97,Протечка СОЖ на станке 795,3,3,new,2026-03-28 18:11:00,38,
98,Проверить заземление оборудования 231,12,3,closed,2026-03-28 18:46:00,16,34
99,Перегрев двигателя вытяжки в цехе 771,11,5,new,2026-03-28 18:51:00,45,
100,Обучение нового сотрудника на участке 529,11,4,escalated,2026-03-28 19:25:00,25,9
101,Сломалась кран-балка №503,3,3,closed,2026-03-28 19:47:00,42,27
102,Перегрев двигателя вытяжки в цехе 424,2,2,assigned,2026-03-28 20:12:00,39,20
103,Короткое замыкание в сварочном аппарате 329,4,4,escalated,2026-03-28 20:34:00,50,5
104,Короткое замыкание в сварочном аппарате 910,4,4,assigned,2026-03-28 20:40:00,37,25
105,Восстановление чертежей детали 776,12,4,closed,2026-03-28 21:23:00,49,8
106,Не включается монитор в диспетчерской 633,7,4,assigned,2026-03-28 21:58:00,3,57
107,Короткое замыкание в сварочном аппарате 623,9,2,in_progress,2026-03-28 22:48:00,18,2
108,Проверить заземление оборудования 371,1,3,assigned,2026-03-28 22:53:00,8,47
109,Обучение нового сотрудника на участке 328,7,2,escalated,2026-03-28 23:14:00,14,55
110,Короткое замыкание в сварочном аппарате 110,10,2,assigned,2026-03-28 23:48:00,29,41
111,Неисправность датчика давления на прессе 842,10,4,closed,2026-03-29 00:46:00,25,60
112,Сломалась кран-балка №577,12,4,in_progress,2026-03-29 01:37:00,28,33
113,Восстановление чертежей детали 914,2,4,escalated,2026-03-29 02:23:00,47,51
114,Необходима калибровка измерительного инструмента 670,3,5,new,2026-03-29 03:20:00,32,
115,Перегрев двигателя вытяжки в цехе 381,7,5,closed,2026-03-29 04:03:00,49,18
116,Брак в партии деталей №851,1,3,in_progress,2026-03-29 04:33:00,13,60
117,Неисправность датчика давления на прессе 224,9,5,assigned,2026-03-29 04:39:00,29,57
118,Проверить заземление оборудования 634,1,3,resolved,2026-03-29 04:56:00,30,49
119,Требуется диагностика компрессора 623,7,3,assigned,2026-03-29 05:21:00,6,38
120,Сломался фрезерный станок 244,10,3,assigned,2026-03-29 05:37:00,36,7
121,Обучение нового сотрудника на участке 430,4,4,resolved,2026-03-29 05:49:00,2,14
122,Оформление допуска к высотным работам 154,10,4,assigned,2026-03-29 06:43:00,7,15
123,Замена фильтров в вентиляционной системе 329,3,2,resolved,2026-03-29 07:24:00,21,12
124,Закончились резцы для токарного станка 861,9,4,new,2026-03-29 08:11:00,39,
125,Требуется замена масла на ЧПУ №448,11,2,escalated,2026-03-29 08:38:00,18,57
126,Посторонний шум в редукторе конвейера 217,11,4,in_progress,2026-03-29 08:47:00,35,49
127,Не включается монитор в диспетчерской 544,10,4,assigned,2026-03-29 09:22:00,41,14
128,Искрит распределительный щит 749,7,5,in_progress,2026-03-29 09:47:00,44,26
129,Протечка СОЖ на станке 591,5,2,resolved,2026-03-29 10:37:00,41,35
130,Протечка СОЖ на станке 836,1,5,new,2026-03-29 11:23:00,36,
131,Посторонний шум в редукторе конвейера 792,3,5,in_progress,2026-03-29 12:22:00,9,55
132,Требуется замена масла на ЧПУ №126,11,4,new,2026-03-29 13:20:00,46,
133,Отсутствует освещение в зоне 526,1,2,closed,2026-03-29 13:37:00,23,6
134,Брак в партии деталей №398,12,4,resolved,2026-03-29 14:14:00,48,18
135,Обучение нового сотрудника на участке 422,1,4,resolved,2026-03-29 15:12:00,1,47
136,Посторонний шум в редукторе конвейера 863,6,3,closed,2026-03-29 15:55:00,20,22
137,Брак в партии деталей №272,9,2,assigned,2026-03-29 16:25:00,14,58
138,Отсутствует освещение в зоне 326,2,5,assigned,2026-03-29 17:08:00,22,1
139,Посторонний шум в редукторе конвейера 367,9,2,assigned,2026-03-29 17:47:00,6,51
140,Посторонний шум в редукторе конвейера 310,2,5,assigned,2026-03-29 18:37:00,40,28
141,Необходима калибровка измерительного инструмента 110,3,5,escalated,2026-03-29 18:46:00,33,58
142,Замена фильтров в вентиляционной системе 435,11,4,escalated,2026-03-29 19:17:00,16,27
143,Оформление допуска к высотным работам 680,2,5,resolved,2026-03-29 20:06:00,35,26
144,Брак в партии деталей №185,2,4,assigned,2026-03-29 20:35:00,6,38
145,Не включается монитор в диспетчерской 861,8,2,in_progress,2026-03-29 21:06:00,29,3
146,Восстановление чертежей детали 322,4,3,new,2026-03-29 21:44:00,28,
147,Неисправность датчика давления на прессе 559,2,3,resolved,2026-03-29 21:51:00,10,57
148,Протечка СОЖ на станке 852,4,5,resolved,2026-03-29 22:33:00,39,5
149,Сломалась кран-балка №443,6,5,assigned,2026-03-29 22:53:00,5,42
150,Перегрев двигателя вытяжки в цехе 491,9,4,closed,2026-03-29 23:14:00,4,13
151,Перегрев двигателя вытяжки в цехе 923,10,5,in_progress,2026-03-30 00:08:00,3,29
152,Отсутствует освещение в зоне 310,7,2,escalated,2026-03-30 00:20:00,17,58
153,Требуется замена масла на ЧПУ №372,11,5,assigned,2026-03-30 00:35:00,24,44
154,Закончились резцы для токарного станка 711,10,3,assigned,2026-03-30 00:58:00,42,57
155,Необходима калибровка измерительного инструмента 533,7,3,in_progress,2026-03-30 01:55:00,25,42
156,Неисправность датчика давления на прессе 925,12,3,escalated,2026-03-30 02:38:00,11,11
157,Замена подшипников главного привода 485,1,5,closed,2026-03-30 02:51:00,44,36
158,Закончились резцы для токарного станка 325,11,5,resolved,2026-03-30 03:11:00,32,11
159,Замена подшипников главного привода 702,10,5,new,2026-03-30 03:28:00,27,
160,Вибрация при работе штамповочного пресса 478,4,2,resolved,2026-03-30 03:37:00,40,36
161,Восстановление чертежей детали 591,11,3,assigned,2026-03-30 04:19:00,22,14
162,Короткое замыкание в сварочном аппарате 529,11,5,assigned,2026-03-30 04:44:00,28,19
163,Перегрев двигателя вытяжки в цехе 187,8,5,new,2026-03-30 05:27:00,49,
164,Сбой ПО на панели управления линии 192,11,2,resolved,2026-03-30 05:59:00,28,14
165,Оформление допуска к высотным работам 198,11,3,resolved,2026-03-30 06:24:00,38,36
166,Перегрев двигателя вытяжки в цехе 113,6,5,new,2026-03-30 07:13:00,15,
167,Протечка СОЖ на станке 936,10,3,new,2026-03-30 07:31:00,13,
168,Восстановление чертежей детали 719,4,3,escalated,2026-03-30 08:04:00,5,37
169,Оформление допуска к высотным работам 818,1,2,assigned,2026-03-30 08:43:00,6,16
170,Требуется диагностика компрессора 626,2,3,in_progress,2026-03-30 09:20:00,15,60
171,Отсутствует освещение в зоне 783,3,2,new,2026-03-30 09:35:00,16,
172,Оформление допуска к высотным работам 133,6,3,assigned,2026-03-30 10:01:00,41,5
173,Сбой ПО на панели управления линии 675,3,5,assigned,2026-03-30 10:25:00,23,17
174,Искрит распределительный щит 267,2,4,in_progress,2026-03-30 10:39:00,18,28
175,Не включается монитор в диспетчерской 740,1,5,new,2026-03-30 10:51:00,10,
176,Закончились резцы для токарного станка 813,4,4,resolved,2026-03-30 11:36:00,32,12
177,Восстановление чертежей детали 696,7,5,resolved,2026-03-30 11:44:00,20,1
178,Проверить заземление оборудования 319,5,4,resolved,2026-03-30 12:08:00,20,37
179,Сломался фрезерный станок 570,4,5,new,2026-03-30 13:03:00,13,
180,Оформление допуска к высотным работам 361,7,4,closed,2026-03-30 13:33:00,13,57
181,Восстановление чертежей детали 538,10,3,new,2026-03-30 14:31:00,1,
182,Сломалась кран-балка №556,4,4,closed,2026-03-30 14:55:00,33,34
183,Короткое замыкание в сварочном аппарате 453,2,3,assigned,2026-03-30 15:30:00,30,33
184,Проверить заземление оборудования 379,1,2,escalated,2026-03-30 16:18:00,1,48
185,Сломался фрезерный станок 490,3,4,new,2026-03-30 16:57:00,27,
186,Обучение нового сотрудника на участке 686,6,2,new,2026-03-30 17:38:00,25,
187,Посторонний шум в редукторе конвейера 478,8,2,resolved,2026-03-30 18:14:00,9,37
188,Сломалась кран-балка №509,7,2,in_progress,2026-03-30 18:46:00,1,60
189,Сбой ПО на панели управления линии 807,8,5,new,2026-03-30 19:29:00,48,
190,Не включается монитор в диспетчерской 368,8,5,in_progress,2026-03-30 20:10:00,30,9
191,Короткое замыкание в сварочном аппарате 719,11,5,resolved,2026-03-30 21:08:00,30,28
192,Перегрев двигателя вытяжки в цехе 938,12,2,escalated,2026-03-30 21:23:00,13,6
193,Необходима калибровка измерительного инструмента 907,7,3,new,2026-03-30 21:41:00,17,
194,Посторонний шум в редукторе конвейера 725,12,2,escalated,2026-03-30 22:09:00,20,10
195,Перегрев двигателя вытяжки в цехе 628,2,5,in_progress,2026-03-30 22:58:00,16,13
196,Сбой ПО на панели управления линии 362,3,3,closed,2026-03-30 23:46:00,19,23
197,Закончились резцы для токарного станка 745,2,3,in_progress,2026-03-31 00:43:00,40,58
198,Восстановление чертежей детали 298,12,2,new,2026-03-31 01:43:00,31,
199,Ошибка позиционирования шпинделя станка 604,8,3,resolved,2026-03-31 02:43:00,29,33
200,Сбой ПО на панели управления линии 943,7,4,escalated,2026-03-31 03:19:00,5,34
201,Оформление допуска к высотным работам 825,11,2,new,2026-03-31 03:43:00,9,
202,Посторонний шум в редукторе конвейера 868,12,5,assigned,2026-03-31 03:55:00,43,36
203,Протечка СОЖ на станке 492,4,4,escalated,2026-03-31 04:39:00,26,24
204,Восстановление чертежей детали 977,12,2,in_progress,2026-03-31 05:21:00,14,43
205,Посторонний шум в редукторе конвейера 302,8,3,escalated,2026-03-31 05:41:00,8,52
206,Короткое замыкание в сварочном аппарате 660,7,2,resolved,2026-03-31 06:16:00,38,24
207,Замена подшипников главного привода 416,11,2,assigned,2026-03-31 07:05:00,49,35
208,Замена подшипников главного привода 442,10,4,in_progress,2026-03-31 08:00:00,49,3
209,Обучение нового сотрудника на участке 490,5,2,closed,2026-03-31 08:28:00,29,30
210,Перегрев двигателя вытяжки в цехе 942,2,3,resolved,2026-03-31 09:17:00,11,4
211,Отсутствует освещение в зоне 860,4,3,escalated,2026-03-31 09:54:00,47,27
212,Посторонний шум в редукторе конвейера 210,1,4,assigned,2026-03-31 10:30:00,4,50
213,Искрит распределительный щит 136,4,2,in_progress,2026-03-31 11:28:00,46,28
214,Короткое замыкание в сварочном аппарате 213,9,2,escalated,2026-03-31 11:37:00,39,51
215,Замена фильтров в вентиляционной системе 575,5,3,new,2026-03-31 11:44:00,48,
216,Требуется замена масла на ЧПУ №943,7,4,closed,2026-03-31 12:06:00,7,18
217,Требуется замена масла на ЧПУ №308,9,2,assigned,2026-03-31 12:24:00,9,27
218,Замена подшипников главного привода 518,7,2,new,2026-03-31 12:34:00,50,
219,Не включается монитор в диспетчерской 589,5,4,resolved,2026-03-31 13:08:00,31,18
220,Сбой ПО на панели управления линии 209,12,4,resolved,2026-03-31 13:23:00,46,55
221,Проверить заземление оборудования 991,9,2,in_progress,2026-03-31 14:23:00,50,39
222,Протечка СОЖ на станке 794,9,5,closed,2026-03-31 14:50:00,23,50
223,Брак в партии деталей №392,5,4,resolved,2026-03-31 15:45:00,13,23
224,Замена фильтров в вентиляционной системе 157,11,5,resolved,2026-03-31 16:16:00,1,8
225,Замена фильтров в вентиляционной системе 742,5,2,new,2026-03-31 16:48:00,28,
226,Отсутствует освещение в зоне 201,11,4,new,2026-03-31 17:00:00,45,
227,Сбой ПО на панели управления линии 801,10,5,escalated,2026-03-31 17:12:00,48,50
228,Протечка СОЖ на станке 409,8,2,in_progress,2026-03-31 17:46:00,49,51
229,Искрит распределительный щит 618,10,5,in_progress,2026-03-31 18:05:00,14,46
230,Неисправность датчика давления на прессе 129,10,3,resolved,2026-03-31 18:11:00,50,55
231,Отсутствует освещение в зоне 565,1,5,assigned,2026-03-31 18:58:00,26,47
232,Посторонний шум в редукторе конвейера 842,12,5,new,2026-03-31 19:49:00,49,
233,Обучение нового сотрудника на участке 898,1,4,escalated,2026-03-31 20:23:00,28,10
234,Протечка СОЖ на станке 436,1,5,resolved,2026-03-31 20:55:00,8,9
